lemma,rank,translation,english_definition,original_lemma,pos
caerse,13775,to fall,verb,caer,v
chivo,13776,cool; awesome,noun,chivo,n
maricas,13777,poof,noun,marica,n
velasco,13778,surname,proper noun,Velasco,prop
adoptó,13779,to adopt,verb,adoptar,v
afirmaba,13780,to state; assert,verb,afirmar,v
califica,13781,to qualify,verb,calificar,v
cuarteles,13782,quarters,noun,cuartel,n
invitaste,13783,to invite,verb,invitar,v
mezquita,13784,mosque,noun,mezquita,n
nº,13785,number,,nº,none
olvidaron,13786,to forget,verb,olvidar,v
vigilantes,13787,watchful; alert; wakeful,noun,vigilante,n
expulsados,13788,expelled,verb,expulsar,v
implicaciones,13789,implication,noun,implicación,n
inquisición,13790,inquisition,proper noun,Inquisición,prop
retroceso,13791,backtrack,noun,retroceso,n
talentoso,13792,talented,adjective,talentoso,adj
jugadas,13793,play,noun,jugada,n
montreal,13794,Montreal,proper noun,Montreal,prop
planeaba,13795,to plan; to plot,verb,planear,v
protegen,13796,to protect; to defend,verb,proteger,v
competitivo,13797,competitive,adjective,competitivo,adj
crié,13798,to rear or raise,verb,criar,v
escondí,13799,to hide,verb,esconder,v
cumplidos,13800,polite,verb,cumplir,v
valenciana,13801,Valencian,noun,valenciano,n
velocidades,13802,speed,noun,velocidad,n
administrativos,13803,administrative,adjective,administrativo,adj
enviarlo,13804,to send,verb,enviar,v
lloran,13805,to cry; to weep,verb,llorar,v
probó,13806,honest; upright,verb,probar,v
entrenamientos,13807,training; workout,noun,entrenamiento,n
fundado,13808,to found,verb,fundar,v
ajusta,13809,to adjust; to set,verb,ajustar,v
dolía,13810,to hurt [ +dative],verb,doler,v
negaron,13811,to deny,verb,negar,v
psicológicos,13812,psychological,adjective,psicológico,adj
convicto,13813,convicted,noun,convicto,n
esposos,13814,husband,noun,esposo,n
gamma,13815,gamma,noun,gamma,n
presto,13816,quick,adjective,presto,adj
recuperará,13817,to recover,verb,recuperar,v
sometida,13818,submissive,adjective,sometido,adj
liberados,13819,liberated,verb,liberar,v
sosa,13820,sodium hydroxide; soda ash,proper noun,Sosa,prop
alérgica,13821,allergic,adjective,alérgico,adj
animados,13822,inspired,adjective,animado,adj
contienda,13823,fight; dispute,noun,contienda,n
estufa,13824,stove; oven,noun,estufa,n
incluidas,13825,included; supplied,verb,incluir,v
lente,13826,lens,noun,lente,n
nico,13827,given name,proper noun,Nico,prop
proyecciones,13828,projection,noun,proyección,n
sonado,13829,famous; high-profile; sensational,verb,sonar,v
bailo,13830,to dance,verb,bailar,v
caminó,13831,way; route,verb,caminar,v
conseguiría,13832,to achieve; succeed in; reach; accomplish; attain,verb,conseguir,v
intervalo,13833,interval; gap; break,noun,intervalo,n
patriota,13834,patriotic,noun,patriota,n
sacrificado,13835,self-sacrificing,verb,sacrificar,v
subconsciente,13836,subconscious,adjective,subconsciente,adj
apartar,13837,to separate; to divide,verb,apartar,v
bea,13838,given name,proper noun,Bea,prop
capataz,13839,foreman,noun,capataz,n
cartagena,13840,Cartagena,proper noun,Cartagena,prop
casan,13841,to marry; wed someone to,verb,casar,v
imposición,13842,imposition,noun,imposición,n
lamentar,13843,to lament; to regret,verb,lamentar,v
logrará,13844,to get; to obtain,verb,lograr,v
mitología,13845,mythology,noun,mitología,n
ratito,13846,a while; bit,noun,ratito,n
verbo,13847,verb,noun,verbo,n
convertirlo,13848,to convert,verb,convertir,v
mueble,13849,a piece of furniture,noun,mueble,n
represalias,13850,reprisal; retaliation,noun,represalia,n
avisos,13851,warning,noun,aviso,n
convence,13852,to convince,verb,convencer,v
hablarles,13853,to talk,verb,hablar,v
construimos,13854,to build,verb,construir,v
repercusión,13855,repercussion,noun,repercusión,n
cereza,13856,cherry red,noun,cereza,n
neumonía,13857,pneumonia,noun,neumonía,n
bárbaros,13858,to beard,adjective,bárbaro,adj
chequeo,13859,check,noun,chequeo,n
feminista,13860,feminist,adjective,feminista,adj
lavadora,13861,washing machine; washer; wash,noun,lavadora,n
terapéutica,13862,therapy,adjective,terapéutico,adj
vota,13863,vote,verb,votar,v
administrativas,13864,administrative,adjective,administrativo,adj
angustias,13865,anguish; agony,noun,angustia,n
caracoles,13866,wow; euphemism for caramba and therefore of carajo,noun,caracol,n
consolidar,13867,to consolidate,verb,consolidar,v
costilla,13868,rib,noun,costilla,n
sobrevivirá,13869,to survive,verb,sobrevivir,v
estudiaba,13870,to study,verb,estudiar,v
molestos,13871,annoyed; vexed,adjective,molesto,adj
caviar,13872,caviar,noun,caviar,n
corporales,13873,body,adjective,corporal,adj
empeorando,13874,to worsen; to make worse; to exacerbate,verb,empeorar,v
huelgas,13875,strike; protest,noun,huelga,n
lentitud,13876,slowness,noun,lentitud,n
linaje,13877,ancestry; lineage,noun,linaje,n
adversarios,13878,adversary,noun,adversario,n
alcohólicos,13879,alcoholic,adjective,alcohólico,adj
américas,13880,America,proper noun,América,prop
aspiración,13881,dream; wish; aspiration,noun,aspiración,n
brusco,13882,sudden; brusque; abrasive,adjective,brusco,adj
hundir,13883,to sink; engulf,verb,hundir,v
separaron,13884,to separate; to detach (to disunite from a group or mass,verb,separar,v
vejiga,13885,bladder,noun,vejiga,n
autorizada,13886,authorized,adjective,autorizado,adj
contenida,13887,content,verb,contener,v
controversia,13888,controversy,noun,controversia,n
cortadas,13889,The act of cutting,adjective,cortado,adj
crecía,13890,to grow,verb,crecer,v
osito,13891,teddy bear,noun,osito,n
represento,13892,to represent,verb,representar,v
usará,13893,to use,verb,usar,v
proyecta,13894,project; plan,verb,proyectar,v
raciones,13895,ration,noun,ración,n
respondes,13896,to answer; to reply,verb,responder,v
atropellado,13897,hasty; in a rush,verb,atropellar,v
disgustado,13898,disgusted; displeased,adjective,disgustado,adj
egoísmo,13899,selfishness; egoism,noun,egoísmo,n
impaciencia,13900,impatience,noun,impaciencia,n
prosa,13901,prose,noun,prosa,n
samurai,13902,samurai,noun,samurái,n
semáforo,13903,traffic light,noun,semáforo,n
sonreía,13904,to smile,verb,sonreír,v
trofeos,13905,trophy,noun,trofeo,n
excepcionales,13906,exceptional,adjective,excepcional,adj
objetividad,13907,objectivity,noun,objetividad,n
repetidas,13908,repeated,adjective,repetido,adj
repleto,13909,full; replete,adjective,repleto,adj
acuden,13910,to go; come [+a]; to attend; visit,verb,acudir,v
seleccionados,13911,selected,adjective,seleccionado,adj
estropear,13912,to ruin; spoil,verb,estropear,v
finlandia,13913,Finland,proper noun,Finlandia,prop
terminarlo,13914,to finish; to end; to terminate; to be over; to conclude,verb,terminar,v
duchas,13915,shower,noun,ducha,n
duende,13916,goblin; leprechaun; pixie; elf; imp; brownie; gremlin; hobgoblin,noun,duende,n
seguiste,13917,to follow,verb,seguir,v
transbordador,13918,ferry,noun,transbordador,n
anualmente,13919,yearly; annually,adverb,anualmente,adv
escuchará,13920,to listen to; to hear out,verb,escuchar,v
inyecciones,13921,injection,noun,inyección,n
chin,13922,small amount,noun,chin,n
impresionantes,13923,impressive,adjective,impresionante,adj
inflamación,13924,inflammation,noun,inflamación,n
sobria,13925,sober,adjective,sobrio,adj
antropología,13926,anthropology,noun,antropología,n
entraremos,13927,to enter,verb,entrar,v
totales,13928,total; complete; outright,adjective,total,adj
australiano,13929,Australian,adjective,australiano,adj
cava,13930,dig,noun,cava,n
golpearme,13931,to hit; to knock; to tap,verb,golpear,v
lograremos,13932,to get; to obtain,verb,lograr,v
porciones,13933,portion,noun,porción,n
afiliados,13934,affiliate,noun,afiliado,n
azufre,13935,sulfur,noun,azufre,n
baratas,13936,cockroach,adjective,barato,adj
colocan,13937,to place,verb,colocar,v
gastando,13938,to spend,verb,gastar,v
propietaria,13939,proprietary,noun,propietario,n
compositores,13940,composer,noun,compositor,n
concertación,13941,agreement; compromise,noun,concertación,n
desequilibrio,13942,imbalance,noun,desequilibrio,n
leen,13943,to read,verb,leer,v
librado,13944,to save; to rescue; to deliver; to preserve,verb,librar,v
manifestaron,13945,to manifest; reveal; display; show,verb,manifestar,v
asfixia,13946,asphyxia,noun,asfixia,n
cisne,13947,swan,noun,cisne,n
desmayado,13948,weak,adjective,desmayado,adj
flanco,13949,flank,noun,flanco,n
muñecos,13950,doll,noun,muñeco,n
tendió,13951,to tend to; to have a tendency,verb,tender,v
aprisa,13952,quickly,adverb,aprisa,adv
calificar,13953,to qualify,verb,calificar,v
cárdenas,13954,A city in Matanzas; Cuba,proper noun,Cárdenas,prop
drenaje,13955,drainage,noun,drenaje,n
pronunciado,13956,marked,adjective,pronunciado,adj
secuestros,13957,kidnapping,noun,secuestro,n
urgentes,13958,urgent,adjective,urgente,adj
duérmete,13959,to sleep,verb,dormir,v
máximas,13960,maxim,adjective,máximo,adj
strike,13961,strike,noun,strike,n
apto,13962,suitable,adjective,apto,adj
cercanías,13963,commuter train,noun,cercanía,n
setas,13964,mushroom,noun,seta,n
viviremos,13965,to live,verb,vivir,v
contesté,13966,to reply; retort; answer; respond,verb,contestar,v
diferencial,13967,differential,adjective,diferencial,adj
elementales,13968,elemental,adjective,elemental,adj
impreso,13969,printed,adjective,impreso,adj
lágrima,13970,tear; teardrop,noun,lágrima,n
motivado,13971,motivated; driven,adjective,motivado,adj
receso,13972,recess; break,noun,receso,n
aliviado,13973,relieved; alleviated; unburdened; eased,adjective,aliviado,adj
escotilla,13974,hatch,noun,escotilla,n
villanos,13975,small town,noun,villano,n
aposentos,13976,room; bedroom,noun,aposento,n
ignorando,13977,to not know,verb,ignorar,v
maestría,13978,mastery,noun,maestría,n
alzheimer,13979,ellipsis of enfermedad de Alzheimer,noun,Alzheimer,n
bs,13980,A @init of:Baja California Sur state; Mexico,phrase,bs,phrase
complot,13981,plot; conspiracy,noun,complot,n
continentes,13982,continent,noun,continente,n
destruirá,13983,to destroy,verb,destruir,v
irían,13984,to go,verb,ir,v
portado,13985,to bear; to carry,verb,portar,v
preferirías,13986,to prefer,verb,preferir,v
átomo,13987,atom,noun,átomo,n
folletos,13988,pamphlet; brochure,noun,folleto,n
ofrenda,13989,offering; sacrifice,noun,ofrenda,n
ribera,13990,bank,noun,ribera,n
peli,13991,clipping of película; movie; film,noun,peli,n
resume,13992,to summarize,verb,resumir,v
señalaba,13993,to signal,verb,señalar,v
caminamos,13994,to walk,verb,caminar,v
resta,13995,subtraction,verb,restar,v
concebido,13996,to conceive; imagine,verb,concebir,v
escaños,13997,seat,noun,escaño,n
producidos,13998,produced,verb,producir,v
invasores,13999,invasive,noun,invasor,n
olvidará,14000,to forget,verb,olvidar,v
pitido,14001,whistle; beep,noun,pitido,n
pony,14002,pony,,,
sublime,14003,sublime,adjective,sublime,adj
asesoramiento,14004,advice; counsel,noun,asesoramiento,n
roles,14005,role,noun,rol,n
cubos,14006,cube,noun,cubo,n
fascinación,14007,fascination,noun,fascinación,n
asaltos,14008,assault,noun,asalto,n
mutantes,14009,mutant,noun,mutante,n
providencia,14010,providence,noun,providencia,n
satisfactorio,14011,satisfactory,adjective,satisfactorio,adj
abatido,14012,abject; discouraged,adjective,abatido,adj
cuadrante,14013,quadrant,noun,cuadrante,n
discretamente,14014,tactfully,adverb,discretamente,adv
maine,14015,Maine,proper noun,Maine,prop
anexo,14016,attached,noun,anexo,n
cargados,14017,loaded,adjective,cargado,adj
cuidará,14018,to look after; take care of transitive or +de],verb,cuidar,v
desconocidas,14019,female equivalent of desconocido,adjective,desconocido,adj
primarias,14020,first round of elections,adjective,primario,adj
trineo,14021,sleigh; sled,noun,trineo,n
asustas,14022,to scare; to frighten; to spook,verb,asustar,v
chocolates,14023,chocolate,noun,chocolate,n
clínicos,14024,clinical,adjective,clínico,adj
leonor,14025,given name,proper noun,Leonor,prop
sarcasmo,14026,sarcasm,noun,sarcasmo,n
teóricamente,14027,theoretically,adverb,teóricamente,adv
volvían,14028,to return; to revert; to get back,verb,volver,v
contestas,14029,answer,verb,contestar,v
firmaron,14030,to sign,verb,firmar,v
lunas,14031,moon,noun,luna,n
montó,14032,amount,verb,montar,v
petrolera,14033,oil company,adjective,petrolero,adj
polacos,14034,Polish,adjective,polaco,adj
yogur,14035,yogurt,noun,yogur,n
entenderse,14036,to understand; to fathom,verb,entender,v
estéis,14037,Esther,verb,estar,v
inicios,14038,start; initiation,noun,inicio,n
positivamente,14039,positively,adverb,positivamente,adv
verificación,14040,verification,noun,verificación,n
vidrios,14041,glass,noun,vidrio,n
cenando,14042,to dine,verb,cenar,v
vicario,14043,vicar,noun,vicario,n
inseguro,14044,unsure; uncertain,adjective,inseguro,adj
prieto,14045,dark; swarthy,proper noun,Prieto,prop
rebaja,14046,sale,noun,rebaja,n
retirarme,14047,to remove,verb,retirar,v
salvarse,14048,to save,verb,salvar,v
capucha,14049,hood,noun,capucha,n
carnada,14050,bait,noun,carnada,n
gigantesca,14051,gigantic; gigantesque,adjective,gigantesco,adj
recibirás,14052,to receive; get,verb,recibir,v
abdominales,14053,series of any abdominal exercises,adjective,abdominal,adj
tristemente,14054,sadly,adverb,tristemente,adv
buscabas,14055,to seek; search for; look for; try to find; to scour,verb,buscar,v
comités,14056,committee,noun,comité,n
consideradas,14057,considerate,verb,considerar,v
convencí,14058,to convince,verb,convencer,v
mercenarios,14059,hired,noun,mercenario,n
agradas,14060,pleasure,verb,agradar,v
dispuestas,14061,willing; ready; game; down,adjective,dispuesto,adj
equivocan,14062,to mistake; mix up,verb,equivocar,v
gobernadores,14063,governing,noun,gobernador,n
hillary,14064,hillary,,hillary,none
informados,14065,informed; aware of,adjective,informado,adj
paradigma,14066,paradigm,noun,paradigma,n
pasarás,14067,to pass; to hand; to slip,verb,pasar,v
promotor,14068,promoting,noun,promotor,n
póngame,14069,to put; to put up; to place; to lay,verb,poner,v
alcanzo,14070,to reach,verb,alcanzar,v
betsy,14071,given name,proper noun,Betsy,prop
confortable,14072,comfortable,adjective,confortable,adj
despiadado,14073,merciless; ruthless; cutthroat; pitiless; cold-blooded; remorseless; savage,adjective,despiadado,adj
eliminados,14074,eliminated,verb,eliminar,v
orgánicos,14075,organic,adjective,orgánico,adj
prolongada,14076,prolonged; protracted; extended,adjective,prolongado,adj
querella,14077,lawsuit,noun,querella,n
torturado,14078,to torture,verb,torturar,v
aceitunas,14079,olive,noun,aceituna,n
aseguraba,14080,to secure (to make fast,verb,asegurar,v
broche,14081,clasp; brooch,noun,broche,n
humildes,14082,humble,adjective,humilde,adj
marcando,14083,to mark; to set,verb,marcar,v
retención,14084,retention,noun,retención,n
vasto,14085,vast,adjective,vasto,adj
aprieto,14086,predicament; bind; spot; jam; pickle; fix,noun,aprieto,n
corregido,14087,corrected,adjective,corregido,adj
juzgando,14088,to judge; to adjudicate,verb,juzgar,v
neumático,14089,pneumatic,noun,neumático,n
presentadas,14090,presented,adjective,presentado,adj
salte,14091,salt,verb,salir,v
acostumbra,14092,accustom; inure; familiarize,verb,acostumbrar,v
comparecencia,14093,appearance,noun,comparecencia,n
escondía,14094,to hide,verb,esconder,v
gritas,14095,shouting match,noun,grita,n
levántese,14096,east,verb,levantar,v
pintada,14097,paint,noun,pintada,n
acompañaba,14098,to accompany; to go with; to join; to tag along,verb,acompañar,v
acompañados,14099,side dish,verb,acompañar,v
ganadería,14100,livestock,noun,ganadería,n
subdirector,14101,subdirector,noun,subdirector,n
suburbios,14102,suburb,noun,suburbio,n
lanzador,14103,pitcher,noun,lanzador,n
prestada,14104,lent; loaned,adjective,prestado,adj
adorno,14105,decoration; adornment; ornament,noun,adorno,n
anticuerpos,14106,antibody,noun,anticuerpo,n
cumplo,14107,to fulfil; to fulfill; to meet; to deliver,verb,cumplir,v
detonador,14108,detonating,noun,detonador,n
ganaré,14109,to gain,verb,ganar,v
