rank,lemma,original_lemma,old_translation,new_translation,translation_changed,review_reason,participle_relation,participle_form,participle_family,participle_gender,participle_number,participle_confidence,participle_reason
14951,lápida,lápida,tombstone; gravestone,tombstone; gravestone (past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
15062,bendecido,bendecir,blessed,blessed (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
15098,bienvenidas,bienvenido,welcome (feminine plural),welcome (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
15126,barrido,barrido,swept,swept (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
15244,prohibidos,prohibido,forbidden; prohibited (masculine plural),forbidden; prohibited (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
15327,definidos,definido,definite (masculine plural),definite (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
15346,temido,temer,feared,feared (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
15392,influido,influir,influenced,influenced (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
15403,sólidas,sólido,solid (feminine plural),solid (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
15424,accedido,acceder,acceded,acceded (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
15427,aminoácidos,aminoácido,amino acid (masculine plural),amino acid (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
15439,perseguidos,perseguido,obsessed (masculine plural),obsessed (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
15471,plácido,plácido,placid,placid (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
15506,cedido,ceder,ceded,ceded (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
15540,rígida,rígido,rigid; stiff (feminine singular),rigid; stiff (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
15544,insistido,insistir,insisted,insisted (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
15586,transmitido,transmitir,transmited,transmited (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
15623,envejecido,envejecido,aged,aged (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
15625,prohibidas,prohibido,forbidden; prohibited (feminine plural),forbidden; prohibited (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
15649,distraída,distraído,distracted; absent-minded (feminine singular),distracted; absent-minded (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ída,accented_ida,feminine,singular,high,regular_ido_participle_match
15685,cabida,cabida,room; space; capacity,room; space; capacity (past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
15775,construidos,construido,constructed (masculine plural),constructed (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
15967,silbido,silbido,whistle; whistling,whistle; whistling (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
16094,sostenida,sostenido,supported (feminine singular),supported (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
16182,reducidos,reducido,reduced (masculine plural),reduced (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
16197,recogidas,recogido,quiet; tranquil (feminine plural),quiet; tranquil (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
16200,cándido,cándido,straightforward,straightforward (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
16243,sacudida,sacudida,jolt; shock,jolt; shock (past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
16257,mantenida,mantenido,kept; sustained by alimony (feminine singular),kept; sustained by alimony (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
16433,adquiridos,adquirido,gained; acquired; procured (masculine plural),gained; acquired; procured (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
16463,recogidos,recogido,quiet; tranquil (masculine plural),quiet; tranquil (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
16497,destruidas,destruido,destroyed (feminine plural),destroyed (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
16518,pretendido,pretendido,apparent; supposed,apparent; supposed (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
16576,promovido,promover,promoted,promoted (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
16604,desapercibido,desapercibido,discreet; unnoticed; inconspicuous,discreet; unnoticed; inconspicuous (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
