lemma,sentence,english_sentence
entrando,La economía de la zona del euro está entrando en una fase crucial.,The euro area economy is entering a crucial phase.
pistas,Indican las pistas el punto en el que tú crees que debería estar.,The clues indicate the point where you think I should be.
vías,Para los países en vías de desarrollo es fundamental la transferencia de tecnología.,Technology transfer is essential for developing countries.
oriente,Estas personas no son una amenaza para la paz en el medio oriente.,These people are not a threat to peace in the Middle East.
cambiando,Quizá solo sea una ilusión pero parece que incluso nuestro director está cambiando.,"Maybe it's just an illusion, but it looks like even our director is changing."
determinado,Estoy determinado a no ser el tipo que haga su movimiento demasiado tarde.,I'm determined not to be the guy who makes his move too late.
disparado,Le han disparado en el brazo y dice que ha sido el asesino.,He was shot in the arm and said he was the killer.
revistas,D el intercambio de libros periódicos revistas y publicaciones culturales científicas y educativas.,"D exchange of periodical books, scientific and educational journals and cultural publications."
conocidos,Los principales elementos del clima y también los más conocidos son por ejemplo.,The main elements of the climate and also the best known are for example.
acontecimientos,La unión europea tiene que estar a la altura de los acontecimientos manifestó.,The European Union must live up to the events it has said.
unidas,El sistema de las naciones unidas continuará cumpliendo su función en este esfuerzo.,The United Nations system will continue to play its role in this effort.
legales,De hecho es verdad que no todos los reglamentos legales se han abolido.,"In fact, it is true that not all legal regulations have been abolished."
basado,Sobre el motivo basado en a infracción del apartado del artículo del tratado.,The plea alleging infringement of the article of the Treaty.
pares,Associació de pares d alumnes de l escola pública virolai de puigd lber.,Associació de pares d alumnes de l escola público virolai de puigd lber.
propone,No obstante la enmienda propone que la franquicia se incremente de a ecus.,"However, the amendment proposes that the exemption be increased from ECU."
conforme,Ninguna de las posibilidades es conforme a los objetivos de la presente guía.,None of the possibilities is in accordance with the objectives of this guide.
atentado,El secretario le dijo a mi mujer que había muerto en un atentado.,The secretary told my wife that he had died in an attack.
desarrollado,Durante la presidencia española la unión ha desarrollado también una intensa actividad exterior.,During the Spanish presidency the union has also developed intense external activity.
mías,No dejaré que esa finca esté en manos que no sean las mías.,I won't let that estate be in my hands other than mine.
panamá,De la facultad de derecho y ciencias políticas de la universidad de panamá.,From the Faculty of Law and Political Science of the University of Panama.
comen,Los que saben leer se sientan alrededor de la mesa hablan y comen.,Those who know how to read sit around the table talking and eating.
mesas,En las mesas de los cafés la gente habla emocionada acerca del acontecimiento.,At coffee tables people talk excited about the event.
prometida,No sabía que estaba prometida y me ha invitado a ir al cine.,I didn't know she was engaged and she invited me to the movies.
ligera,Ayer te harías una ligera idea de lo que piensa peter de ti.,Yesterday you'd get a slight idea of what peter thinks of you.
sexto,Informe del comité de políticas de desarrollo sobre su sexto período de sesiones.,Report of the development policy committee on its sixth session.
dorado,La luz al final del túnel se ha expandido en un dorado amanecer.,The light at the end of the tunnel has expanded in a golden dawn.
afectado,La trayectoria de la vida de george nos ha afectado a todos nosotros.,The trajectory of george life has affected all of us.
desconocida,Su primer matrimonio el nombre de su esposa es desconocida produjo dos hijos.,His first marriage his wife's name is unknown produced two children.
exacta,No ha previsto una edad exacta pero será antes de cumplir los años.,He has not foreseen an exact age but it will be before the age of the year.
ilegales,También es necesario que se ponga fin a las entregas ilegales de armas.,There is also a need for an end to illegal arms deliveries.
disponibles,Hay recursos disponibles para ello y se trata de un ámbito muy importante.,Resources are available for this and this is a very important area.
dispone,El tratado de la unión europea dispone en el apartado de su artículo.,The Treaty on European Union provides in its Article.
legislación,Las normas de seguridad en el trabajo de acuerdo con la legislación comunitaria.,Safety standards at work in accordance with Community legislation.
retirarse,La misión de las naciones unidas se prepara ahora para retirarse de kosovo.,The mission of the united nations is now preparing to withdraw from Kosovo.
indicado,Tanto que él no es el tipo indicado para vivir en estos días.,So much so that he's not the right guy to live in these days.
