rank,lemma,original_lemma,new_translation,variant_relation,reason
6750,desconocidos,desconocido,unknown; undisclosed; unbeknownst (masculine plural),masculine_plural_of_original,o_to_os
6760,clásicos,clásico,classic; classical (masculine plural),masculine_plural_of_original,o_to_os
6767,menuda,menudo,what (feminine singular),feminine_of_original,o_to_a
6768,tratados,tratado,treaty (masculine plural),masculine_plural_of_original,o_to_os
6769,prostitutas,prostituta,prostitute (plural),plural_of_original,plus_s
6775,versos,verso,versed (masculine plural),masculine_plural_of_original,o_to_os
6780,mates,mate,math; maths (plural),plural_of_original,plus_s
6784,sacerdotes,sacerdote,priest (plural),plural_of_original,plus_s
6785,destinados,destinado,destined; predestined (masculine plural),masculine_plural_of_original,o_to_os
6787,ejecutiva,ejecutivo,executive (feminine singular),feminine_of_original,o_to_a
6789,bares,bar,pub; café; coffee shop (plural),plural_of_original,plus_es
6800,restantes,restante,remaining (plural),plural_of_original,plus_s
6803,píldoras,píldora,pill (plural),plural_of_original,plus_s
6820,requisitos,requisito,required; requisite (masculine plural),masculine_plural_of_original,o_to_os
6827,limpias,limpio,clean (feminine plural),feminine_plural_of_original,o_to_as
6830,sorprendida,sorprendido,surprised (feminine singular),feminine_of_original,o_to_a
6834,helena,heleno,Hellenic (feminine singular),feminine_of_original,o_to_a
6836,paquetes,paquete,parcel (plural),plural_of_original,plus_s
6839,tocas,toca,kerchief; turban cloth (plural),plural_of_original,plus_s
6841,camaradas,camarada,comrade (plural),plural_of_original,plus_s
6854,abejas,abeja,bee (plural),plural_of_original,plus_s
6856,básicas,básico,basic (feminine plural),feminine_plural_of_original,o_to_as
6858,diaria,diario,daily (feminine singular),feminine_of_original,o_to_a
6872,robos,robo,theft; robbery (masculine plural),masculine_plural_of_original,o_to_os
6873,rápidos,rápido,fast; rapid; quick (masculine plural),masculine_plural_of_original,o_to_os
6874,materias,materia,matter (plural),plural_of_original,plus_s
6877,coja,cojo,lame; crippled (feminine singular),feminine_of_original,o_to_a
6886,osos,oso,bear (masculine plural),masculine_plural_of_original,o_to_os
6887,vuelos,vuelo,flight (masculine plural),masculine_plural_of_original,o_to_os
6894,condenados,condenado,convicted (masculine plural),masculine_plural_of_original,o_to_os
6895,efectiva,efectivo,real; true (feminine singular),feminine_of_original,o_to_a
6901,consumidores,consumidor,that consumes (plural),plural_of_original,plus_es
6903,nietos,nieto,grandson; grandchild (masculine plural),masculine_plural_of_original,o_to_os
6908,universitarios,universitario,university (masculine plural),masculine_plural_of_original,o_to_os
6912,poetas,poeta,poet (plural),plural_of_original,plus_s
6913,fieles,fiel,true; faithful (plural),plural_of_original,plus_es
6915,pasteles,pastel,pastry (plural),plural_of_original,plus_es
6922,ejemplares,ejemplar,exemplary (plural),plural_of_original,plus_es
6923,considerada,considerado,considerate (feminine singular),feminine_of_original,o_to_a
6924,incidentes,incidente,incident (plural),plural_of_original,plus_s
6930,cubanos,cubano,Cuban (masculine plural),masculine_plural_of_original,o_to_os
6941,senos,seno,breast (masculine plural),masculine_plural_of_original,o_to_os
6942,religiosos,religioso,religious (masculine plural),masculine_plural_of_original,o_to_os
6944,carteles,cartel,bill; poster; banner; placard (plural),plural_of_original,plus_es
6956,asociados,asociado,associated (masculine plural),masculine_plural_of_original,o_to_os
6957,jodas,joda,annoyance (plural),plural_of_original,plus_s
6962,gays,gay,homosexual (plural),plural_of_original,plus_s
6963,imbéciles,imbécil,dumb (plural),plural_of_original,plus_es
6966,autónoma,autónomo,autonomous (feminine singular),feminine_of_original,o_to_a
6967,batallas,batalla,battle (plural),plural_of_original,plus_s
6974,relacionadas,relacionado,related (feminine plural),feminine_plural_of_original,o_to_as
6977,pistolas,pistola,pistol; handgun (plural),plural_of_original,plus_s
6979,campanas,campana,bell (plural),plural_of_original,plus_s
6982,sólida,sólido,solid (feminine singular),feminine_of_original,o_to_a
6986,costas,costa,coast; coastline (plural),plural_of_original,plus_s
6990,comerciantes,comerciante,trader (plural),plural_of_original,plus_s
6993,territorios,territorio,territory (masculine plural),masculine_plural_of_original,o_to_os
7001,tarda,tardo,late; tardy (feminine singular),feminine_of_original,o_to_a
7004,ramos,ramo,bouquet (masculine plural),masculine_plural_of_original,o_to_os
7005,cortas,corto,short (feminine plural),feminine_plural_of_original,o_to_as
7009,valientes,valiente,brave; fearless; courageous (plural),plural_of_original,plus_s
7023,serias,serio,sober; solemn; serious; earnest (feminine plural),feminine_plural_of_original,o_to_as
7025,cubana,cubano,Cuban (feminine singular),feminine_of_original,o_to_a
7028,moscas,mosca,fly (plural),plural_of_original,plus_s
7031,suministros,suministro,supply; provision (masculine plural),masculine_plural_of_original,o_to_os
7033,laboratorios,laboratorio,laboratory (masculine plural),masculine_plural_of_original,o_to_os
7041,compleja,complejo,complex; intricate; sophisticated (feminine singular),feminine_of_original,o_to_a
7048,pasadas,pasado,past (feminine plural),feminine_plural_of_original,o_to_as
7049,hierbas,hierba,grass (plural),plural_of_original,plus_s
7050,delantera,delantero,lead (feminine singular),feminine_of_original,o_to_a
7055,automóviles,automóvil,automobile (plural),plural_of_original,plus_es
7056,nocturna,nocturno,night (feminine singular),feminine_of_original,o_to_a
7063,literaria,literario,literary (feminine singular),feminine_of_original,o_to_a
7070,procedentes,procedente,coming; arriving (plural),plural_of_original,plus_s
7072,andas,anda,a bier or small platform (plural),plural_of_original,plus_s
7077,lesbiana,lesbiano,Lesbian (feminine singular),feminine_of_original,o_to_a
7080,perdedores,perdedor,losing (plural),plural_of_original,plus_es
7082,dedicada,dedicado,dedicated (feminine singular),feminine_of_original,o_to_a
7090,colinas,colina,hill (plural),plural_of_original,plus_s
7091,navaja,navajo,razor (feminine singular),feminine_of_original,o_to_a
7098,salinas,salino,saline (feminine plural),feminine_plural_of_original,o_to_as
7107,competencias,competencia,expertise; competence (plural),plural_of_original,plus_s
7108,obligada,obligado,obliged; obligated (feminine singular),feminine_of_original,o_to_a
7109,tiras,tira,tie; ribbon (plural),plural_of_original,plus_s
7111,ingenieros,ingeniero,engineer (masculine plural),masculine_plural_of_original,o_to_os
7114,arreglos,arreglo,adjustment; arrangement (masculine plural),masculine_plural_of_original,o_to_os
7116,internas,interno,internal (feminine plural),feminine_plural_of_original,o_to_as
7118,judía,judío,green bean (feminine singular),feminine_of_original,o_to_a
7119,posteriores,posterior,later (plural),plural_of_original,plus_es
7121,uniformes,uniforme,even; uniform (plural),plural_of_original,plus_s
7123,tejidos,tejido,texture (masculine plural),masculine_plural_of_original,o_to_os
7132,adulta,adulto,adult (feminine singular),feminine_of_original,o_to_a
7134,colegios,colegio,school (masculine plural),masculine_plural_of_original,o_to_os
7138,modernos,moderno,modern (masculine plural),masculine_plural_of_original,o_to_os
7143,deliciosa,delicioso,luscious; delicious; delectable (feminine singular),feminine_of_original,o_to_a
7147,barras,barra,bar; rod (plural),plural_of_original,plus_s
7162,tratamientos,tratamiento,treatment (masculine plural),masculine_plural_of_original,o_to_os
7165,peligros,peligro,peril; danger (masculine plural),masculine_plural_of_original,o_to_os
7168,agradecida,agradecido,obliged; grateful; thankful; appreciative (feminine singular),feminine_of_original,o_to_a
7169,hongos,hongo,fungus (masculine plural),masculine_plural_of_original,o_to_os
7171,préstamos,préstamo,loan (masculine plural),masculine_plural_of_original,o_to_os
7176,católicos,católico,Catholic (masculine plural),masculine_plural_of_original,o_to_os
7186,griegos,griego,Greek (masculine plural),masculine_plural_of_original,o_to_os
7189,molestias,molestia,bother; trouble; nuisance; inconvenience (plural),plural_of_original,plus_s
7191,espadas,espada,stab; sword; slash and; which is designed to cut (plural),plural_of_original,plus_s
7205,palmas,palma,palm of the hand (plural),plural_of_original,plus_s
7210,estatales,estatal,state (plural),plural_of_original,plus_es
7212,caramelos,caramelo,caramel (masculine plural),masculine_plural_of_original,o_to_os
7214,fantasías,fantasía,fantasy (plural),plural_of_original,plus_s
7215,involucrados,involucrado,involved (masculine plural),masculine_plural_of_original,o_to_os
7216,extraterrestres,extraterrestre,extraterrestrial (plural),plural_of_original,plus_s
7217,virtudes,virtud,virtue (plural),plural_of_original,plus_es
7218,laborales,laboral,labor (plural),plural_of_original,plus_es
7225,personalidades,personalidad,personality (plural),plural_of_original,plus_es
7233,secundarios,secundario,secondary (masculine plural),masculine_plural_of_original,o_to_os
7237,solitaria,solitario,lonely (feminine singular),feminine_of_original,o_to_a
7238,violentos,violento,violent (masculine plural),masculine_plural_of_original,o_to_os
7241,concreta,concreto,concrete (feminine singular),feminine_of_original,o_to_a
7243,zapatillas,zapatilla,slipper; slip-on shoe (plural),plural_of_original,plus_s
7247,antepasados,antepasado,before last (masculine plural),masculine_plural_of_original,o_to_os
7253,históricos,histórico,historical (masculine plural),masculine_plural_of_original,o_to_os
7254,perspectivas,perspectiva,perspective (plural),plural_of_original,plus_s
7255,episodios,episodio,episode (masculine plural),masculine_plural_of_original,o_to_os
7258,relativa,relativo,relative; comparative (feminine singular),feminine_of_original,o_to_a
7262,primos,primo,cousin (masculine plural),masculine_plural_of_original,o_to_os
7267,digna,digno,worthy (feminine singular),feminine_of_original,o_to_a
7275,informática,informático,informatics; computer science; information technology (feminine singular),feminine_of_original,o_to_a
7282,mariana,mariano,Marian (feminine singular),feminine_of_original,o_to_a
7283,futuros,futuro,future (masculine plural),masculine_plural_of_original,o_to_os
7285,conocidas,conocido,known (feminine plural),feminine_plural_of_original,o_to_as
7287,facturas,factura,bill; invoice (plural),plural_of_original,plus_s
7288,gusanos,gusano,worm (masculine plural),masculine_plural_of_original,o_to_os
7289,religiosas,religioso,religious (feminine plural),feminine_plural_of_original,o_to_as
7293,jodidos,jodido,darned; crappy; fucking (masculine plural),masculine_plural_of_original,o_to_os
7306,bonos,bono,bond (masculine plural),masculine_plural_of_original,o_to_os
7313,banderas,bandera,flag (plural),plural_of_original,plus_s
7317,escolares,escolar,to go through a narrow place (plural),plural_of_original,plus_es
7319,titulares,titular,to entitle (plural),plural_of_original,plus_es
7323,dichas,dicho,said; mentioned; aforementioned (feminine plural),feminine_plural_of_original,o_to_as
7324,éxitos,éxito,success (masculine plural),masculine_plural_of_original,o_to_os
7331,juicios,juicio,reason; good judgement (masculine plural),masculine_plural_of_original,o_to_os
7337,depósitos,depósito,deposit (masculine plural),masculine_plural_of_original,o_to_os
7342,específicos,específico,specific (masculine plural),masculine_plural_of_original,o_to_os
7352,departamentos,departamento,department (masculine plural),masculine_plural_of_original,o_to_os
7364,mueras,muera,cooking salt (plural),plural_of_original,plus_s
7369,invitada,invitado,invited (feminine singular),feminine_of_original,o_to_a
7375,cargas,carga,load (plural),plural_of_original,plus_s
7377,corredores,corredor,hall; corridor (plural),plural_of_original,plus_es
7379,viajeros,viajero,travelling (masculine plural),masculine_plural_of_original,o_to_os
7389,claves,clave,key (plural),plural_of_original,plus_s
7396,polis,poli,polyamorous (plural),plural_of_original,plus_s
7397,denuncias,denuncia,report; complaint (plural),plural_of_original,plus_s
7400,favores,favor,favour (plural),plural_of_original,plus_es
7418,estúpidas,estúpido,stupid (feminine plural),feminine_plural_of_original,o_to_as
7419,vaqueros,vaquero,cowboy (masculine plural),masculine_plural_of_original,o_to_os
7420,logros,logro,success; attainment; achievement; accomplishment (masculine plural),masculine_plural_of_original,o_to_os
7425,cuchillos,cuchillo,knife (masculine plural),masculine_plural_of_original,o_to_os
7428,biológica,biológico,biologic; biological (feminine singular),feminine_of_original,o_to_a
7429,semejantes,semejante,similar (plural),plural_of_original,plus_s
7430,desaparecidos,desaparecido,missing; disappeared (masculine plural),masculine_plural_of_original,o_to_os
7433,constantes,constante,constant (plural),plural_of_original,plus_s
7435,breves,breve,brief; short (plural),plural_of_original,plus_s
7441,granos,grano,grain (masculine plural),masculine_plural_of_original,o_to_os
