lemma,count,lemma_original,lemma_normalized,lemma_lemmatized,lemma_translated,translated_flag,translation_source
criminal,19061,criminal,criminal,criar,breed / raise,TRUE,dict
creerlo,19059,creerlo,creerlo,creer,believe / think,TRUE,dict
gira,19054,gira,gira,gillespie,[UNTRANSLATED] gillespie,FALSE,untranslated
dejando,19050,dejando,dejando,dejar,allow / give / quit,TRUE,dict
voto,19049,voto,voto,volver,take / see / come,TRUE,dict
quedo,19047,quedo,quedo,quadras,[UNTRANSLATED] quadras,FALSE,untranslated
conexión,19041,conexión,conexión,conectar,connect,TRUE,dict
cuáles,19041,cuáles,cuáles,cutis,cutis,TRUE,dict
felipe,19027,felipe,felipe,feeny,[UNTRANSLATED] feeny,FALSE,untranslated
contado,19012,contado,contado,contactar,contact,TRUE,dict
limpiar,19009,limpiar,limpiar,lillian,[UNTRANSLATED] lillian,FALSE,untranslated
crea,19002,crea,crea,crabtree,[UNTRANSLATED] crabtree,FALSE,untranslated
leído,18987,leído,leído,levante,[UNTRANSLATED] levante,FALSE,untranslated
dudas,18965,dudas,dudas,duchar,[UNTRANSLATED] duchar,FALSE,untranslated
león,18963,león,león,leve,slight,TRUE,dict
familiares,18948,familiares,familiares,falta,fault / disrespect / lack,TRUE,dict
amas,18937,amas,amas,amar,love,TRUE,dict
lago,18934,lago,lago,labrador,farmer,TRUE,dict
canciones,18933,canciones,canciones,cancelar,cancel,TRUE,dict
llamando,18928,llamando,llamando,litoral,seaboard / littoral / longshore,TRUE,dict
instante,18911,instante,instante,inspirado,inspired by / inspired,TRUE,dict
conocen,18900,conocen,conocen,connery,[UNTRANSLATED] connery,FALSE,untranslated
gustó,18896,gustó,gustó,gustar,enjoy / fancy / like,TRUE,dict
finales,18890,finales,finales,filología,philology,TRUE,dict
brian,18880,brian,brian,breve,brief,TRUE,dict
precios,18878,precios,precios,practicar,practice / practise,TRUE,dict
vaso,18860,vaso,vaso,valía,[UNTRANSLATED] valía,FALSE,untranslated
efectivo,18845,efectivo,efectivo,educativo,educational / educative,TRUE,dict
colores,18826,colores,colores,colocar,dispose / place / plant,TRUE,dict
pastel,18818,pastel,pastel,pasar,take / spend / go,TRUE,dict
llámame,18798,llámame,llámame,llorar,cry / weep / mourn,TRUE,dict
mintiendo,18759,mintiendo,mintiendo,minar,[UNTRANSLATED] minar,FALSE,untranslated
eric,18744,eric,eric,ser,to be (identity/essence),TRUE,override
combate,18715,combate,combate,comanche,[UNTRANSLATED] comanche,FALSE,untranslated
cero,18713,cero,cero,cerebrito,[UNTRANSLATED] cerebrito,FALSE,untranslated
mr,18696,mr,mr,mover,move / shift,TRUE,dict
reacción,18692,reacción,reacción,rato,while,TRUE,dict
huesos,18691,huesos,huesos,haber,to have (aux.)/there is,TRUE,override
invierno,18690,invierno,invierno,investigar,conduct / investigate / research,TRUE,dict
agosto,18687,agosto,agosto,agonía,agony,TRUE,dict
imaginar,18687,imaginar,imaginar,ilustrado,[UNTRANSLATED] ilustrado,FALSE,untranslated
marina,18670,marina,marina,margarina,margarine,TRUE,dict
juntas,18668,juntas,juntas,jujuy,[UNTRANSLATED] jujuy,FALSE,untranslated
mapa,18659,mapa,mapa,mantra,[UNTRANSLATED] mantra,FALSE,untranslated
intentó,18643,intentó,intentó,intentar,attempt / try / endeavour,TRUE,dict
alcanzar,18633,alcanzar,alcanzar,alcanzar,achieve / get / manage,TRUE,dict
aparentemente,18618,aparentemente,aparentemente,aparecer,appear / show / turn,TRUE,dict
poderes,18618,poderes,poderes,plural,plural,TRUE,dict
cola,18600,cola,cola,coger,see / catch / get,TRUE,dict
dígame,18597,dígame,dígame,dar,to give,TRUE,override
mínimo,18595,mínimo,mínimo,matar,kill,TRUE,dict
venganza,18595,venganza,venganza,vendaje,[UNTRANSLATED] vendaje,FALSE,untranslated
europea,18592,europea,europea,euclides,euclid,TRUE,dict
falso,18569,falso,falso,fallecimiento,demise,TRUE,dict
libres,18530,libres,libres,liberar,discharge / free / release,TRUE,dict
igualmente,18521,igualmente,igualmente,ignorar,ignore,TRUE,dict
profesionales,18518,profesionales,profesionales,procuraduría,[UNTRANSLATED] procuraduría,FALSE,untranslated
sesión,18515,sesión,sesión,serif,[UNTRANSLATED] serif,FALSE,untranslated
consumo,18513,consumo,consumo,consumar,consummate,TRUE,dict
ganó,18511,ganó,ganó,ganar,obtain / win / earn,TRUE,dict
rock,18510,rock,rock,robar,steal,TRUE,dict
plantas,18508,plantas,plantas,plana,[UNTRANSLATED] plana,FALSE,untranslated
necesidades,18506,necesidades,necesidades,navegación,navigation / sailing,TRUE,dict
división,18490,división,división,divinamente,[UNTRANSLATED] divinamente,FALSE,untranslated
exposición,18490,exposición,exposición,explicar,explain,TRUE,dict
descubierto,18480,descubierto,descubierto,describir,depict / describe,TRUE,dict
nieve,18476,nieve,nieve,newsweek,[UNTRANSLATED] newsweek,FALSE,untranslated
ofrece,18462,ofrece,ofrece,odiar,hate,TRUE,dict
extra,18444,extra,extra,exterior,outside / exterior / external,TRUE,dict
volviendo,18444,volviendo,volviendo,volar,fly / blast,TRUE,dict
anna,18442,anna,anna,aniversario,anniversary,TRUE,dict
frontera,18438,frontera,frontera,frigorífico,refrigerator,TRUE,dict
estudiante,18410,estudiante,estudiante,estrépito,bang,TRUE,dict
escritor,18408,escritor,escritor,escribir,type / write,TRUE,dict
j,18405,j,j,itinerario,itinerary,TRUE,dict
elegido,18396,elegido,elegido,electromagnético,electromagnetic,TRUE,dict
robado,18394,robado,robado,rico,rich / wealthy / affluent,TRUE,dict
preguntaba,18385,preguntaba,preguntaba,predicar,preach,TRUE,dict
tomas,18378,tomas,tomas,tod,[UNTRANSLATED] tod,FALSE,untranslated
disparo,18369,disparo,disparo,disparar,fire / shoot,TRUE,dict
sobrevivir,18361,sobrevivir,sobrevivir,snyder,[UNTRANSLATED] snyder,FALSE,untranslated
invitados,18360,invitados,invitados,investigar,conduct / investigate / research,TRUE,dict
taza,18353,taza,taza,tardar,take,TRUE,dict
habíamos,18345,habíamos,habíamos,hablar,gabble / talk / discuss,TRUE,dict
influencia,18345,influencia,influencia,infertilidad,infertility,TRUE,dict
andar,18318,andar,andar,andar,walk,TRUE,dict
jorge,18305,jorge,jorge,johan,[UNTRANSLATED] johan,FALSE,untranslated
campos,18295,campos,campos,campeón,champion,TRUE,dict
llevaron,18285,llevaron,llevaron,lleno,full,TRUE,dict
pongo,18281,pongo,pongo,política,privacy policy / policy / politics,TRUE,dict
alimentos,18271,alimentos,alimentos,alimenticio,alimentary,TRUE,dict
podrán,18256,podrán,podrán,poblar,populate,TRUE,dict
arena,18249,arena,arena,arder,burn,TRUE,dict
locales,18241,locales,locales,llamar,call,TRUE,dict
mejorar,18232,mejorar,mejorar,medir,measure,TRUE,dict
pensamos,18232,pensamos,pensamos,penal,penal,TRUE,dict
walter,18229,walter,walter,vw,[UNTRANSLATED] vw,FALSE,untranslated
coge,18224,coge,coge,codo,elbow,TRUE,dict
créeme,18223,créeme,créeme,cruzar,cross / intersect,TRUE,dict
amigas,18221,amigas,amigas,ami,[UNTRANSLATED] ami,FALSE,untranslated
cambió,18220,cambió,cambió,cambiar,change / capsize / switch,TRUE,dict
tormenta,18219,tormenta,tormenta,tomar,take / borrow,TRUE,dict
cansada,18212,cansada,cansada,canino,canine,TRUE,dict
guapo,18212,guapo,guapo,gruñón,grumpy,TRUE,dict
oposición,18201,oposición,oposición,operar,operate,TRUE,dict
virus,18195,virus,virus,venir,be / come,TRUE,dict
páginas,18194,páginas,páginas,purgatorio,purgatory,TRUE,dict
dioses,18172,dioses,dioses,dino,[UNTRANSLATED] dino,FALSE,untranslated
complicado,18164,complicado,complicado,completar,complete,TRUE,dict
suele,18154,suele,suele,suceder,[UNTRANSLATED] suceder,FALSE,untranslated
vimos,18152,vimos,vimos,viet,[UNTRANSLATED] viet,FALSE,untranslated
objetos,18147,objetos,objetos,o,or,TRUE,override
íbamos,18130,íbamos,íbamos,andar,walk,TRUE,dict
pasaba,18120,pasaba,pasaba,participar,participate / take,TRUE,dict
caído,18074,caído,caído,cazar,hunt,TRUE,dict
chocolate,18074,chocolate,chocolate,chloé,[UNTRANSLATED] chloé,FALSE,untranslated
guapa,18067,guapa,guapa,gruñido,[UNTRANSLATED] gruñido,FALSE,untranslated
laura,18054,laura,laura,lastre,ballast,TRUE,dict
tradición,18053,tradición,tradición,tour,tour,TRUE,dict
objetivos,18052,objetivos,objetivos,número,number / avogadro number / avogadro constant,TRUE,dict
disparar,18041,disparar,disparar,disolvente,dissolvent,TRUE,dict
dejen,18039,dejen,dejen,dejar,allow / give / quit,TRUE,dict
personajes,18038,personajes,personajes,perplejidad,perplexity,TRUE,dict
william,18032,william,william,wellington,[UNTRANSLATED] wellington,FALSE,untranslated
bastardo,18017,bastardo,bastardo,bastar,suffice,TRUE,dict
aquellas,18016,aquellas,aquellas,aqu,[UNTRANSLATED] aqu,FALSE,untranslated
fiestas,17988,fiestas,fiestas,fichero,file,TRUE,dict
olvidé,17985,olvidé,olvidé,olivera,[UNTRANSLATED] olivera,FALSE,untranslated
puestos,17970,puestos,puestos,poder,to be able to/can,TRUE,override
pescado,17969,pescado,pescado,pertenecer,belong,TRUE,dict
ciertas,17961,ciertas,ciertas,científico,scientist / scientific,TRUE,dict
estómago,17960,estómago,estómago,estâ,[UNTRANSLATED] estâ,FALSE,untranslated
asustado,17951,asustado,asustado,asunto,affair / issue / matter,TRUE,dict
cortar,17948,cortar,cortar,cortar,cut / hack,TRUE,dict
pidiendo,17946,pidiendo,pidiendo,pi,[UNTRANSLATED] pi,FALSE,untranslated
ladrón,17938,ladrón,ladrón,laboratorio,lab / laboratory,TRUE,dict
santiago,17921,santiago,santiago,sanción,sanction,TRUE,dict
llegada,17909,llegada,llegada,llamar,call,TRUE,dict
kate,17888,kate,kate,kanan,[UNTRANSLATED] kanan,FALSE,untranslated
levántate,17883,levántate,levántate,levantar,erect / raise,TRUE,dict
blancos,17852,blancos,blancos,blanco,target / white,TRUE,dict
oyes,17851,oyes,oyes,otorgar,award,TRUE,dict
maravillosa,17849,maravillosa,maravillosa,manuscrito,manuscript / handwritten,TRUE,dict
piezas,17842,piezas,piezas,pictures,[UNTRANSLATED] pictures,FALSE,untranslated
llegan,17833,llegan,llegan,llamativo,striking,TRUE,dict
intentarlo,17830,intentarlo,intentarlo,intenso,intense,TRUE,dict
durmiendo,17829,durmiendo,durmiendo,durante,during / for / over,TRUE,dict
responde,17829,responde,responde,respaldar,back,TRUE,dict
pierde,17809,pierde,pierde,picazón,itch,TRUE,dict
matarme,17801,matarme,matarme,massachusetts,massachusetts,TRUE,dict
representa,17801,representa,representa,repetir,echo / repeat,TRUE,dict
mataron,17798,mataron,mataron,massieu,[UNTRANSLATED] massieu,FALSE,untranslated
new,17793,new,new,net,[UNTRANSLATED] net,FALSE,untranslated
doctora,17783,doctora,doctora,doblegar,bend,TRUE,dict
vivos,17783,vivos,vivos,ver,to see,TRUE,override
llevamos,17779,llevamos,llevamos,llegar,come / arrive / get,TRUE,dict
comprendo,17776,comprendo,comprendo,comprender,comprise,TRUE,dict
cerrada,17768,cerrada,cerrada,cereza,cherry,TRUE,dict
fase,17767,fase,fase,faro,lighthouse,TRUE,dict
permitir,17765,permitir,permitir,periódico,daily newspaper / newspaper / periodic,TRUE,dict
vueltas,17758,vueltas,vueltas,volver,take / see / come,TRUE,dict
mami,17756,mami,mami,malla,tights / mesh / leotard,TRUE,dict
técnico,17755,técnico,técnico,turístico,tourist,TRUE,dict
paredes,17750,paredes,paredes,parar,halt / pay / pause,TRUE,dict
término,17739,término,término,tutelar,[UNTRANSLATED] tutelar,FALSE,untranslated
fueras,17730,fueras,fueras,frío,cold / chill,TRUE,dict
dejaron,17726,dejaron,dejaron,dejar,allow / give / quit,TRUE,dict
piloto,17726,piloto,piloto,pienso,[UNTRANSLATED] pienso,FALSE,untranslated
extranjero,17716,extranjero,extranjero,extinción,extinction,TRUE,dict
pese,17714,pese,pese,pertinente,pertinent / relevant / apropos,TRUE,dict
vehículo,17713,vehículo,vehículo,varita,wand,TRUE,dict
disculpas,17711,disculpas,disculpas,discreto,discreet / discrete / unobtrusive,TRUE,dict
presentación,17707,presentación,presentación,preparar,prepare / prime,TRUE,dict
socio,17702,socio,socio,sobrepeso,[UNTRANSLATED] sobrepeso,FALSE,untranslated
deprisa,17701,deprisa,deprisa,depravación,depravation,TRUE,dict
tumba,17695,tumba,tumba,trufa,truffle,TRUE,dict
vivía,17687,vivía,vivía,vestir,dress,TRUE,dict
tesoro,17682,tesoro,tesoro,terminar,finish / end,TRUE,dict
encontraste,17680,encontraste,encontraste,encontrar,drop / come / encounter,TRUE,dict
recientemente,17678,recientemente,recientemente,rechazar,dismiss / refuse,TRUE,dict
cuantos,17666,cuantos,cuantos,cualquiera,any / any one / either,TRUE,dict
paquete,17659,paquete,paquete,panel,panel / signpost,TRUE,dict
nuevamente,17658,nuevamente,nuevamente,novedoso,new,TRUE,dict
explicación,17656,explicación,explicación,experimental,experimental,TRUE,dict
empezando,17623,empezando,empezando,empeorar,worsen / get,TRUE,dict
tambien,17622,tambien,tambien,taelon,[UNTRANSLATED] taelon,FALSE,untranslated
levanta,17608,levanta,levanta,leopold,[UNTRANSLATED] leopold,FALSE,untranslated
suave,17607,suave,suave,steffi,[UNTRANSLATED] steffi,FALSE,untranslated
temperatura,17598,temperatura,temperatura,telefónico,telephonic / telephone,TRUE,dict
móvil,17597,móvil,móvil,méxico,mexico,TRUE,dict
distinto,17585,distinto,distinto,distinción,distinction,TRUE,dict
hecha,17584,hecha,hecha,hacer,to do/make,TRUE,override
mama,17577,mama,mama,malik,[UNTRANSLATED] malik,FALSE,untranslated
jerry,17576,jerry,jerry,jeju,[UNTRANSLATED] jeju,FALSE,untranslated
pasión,17576,pasión,pasión,pasar,take / spend / go,TRUE,dict
bebida,17558,bebida,bebida,beber,drink,TRUE,dict
haberme,17550,haberme,haberme,góndola,gondola,TRUE,dict
rara,17546,rara,rara,ramo,bouquet / bunch,TRUE,dict
pura,17536,pura,pura,pulitzer,[UNTRANSLATED] pulitzer,FALSE,untranslated
anteriormente,17531,anteriormente,anteriormente,antepasado,ancestor,TRUE,dict
fotografía,17517,fotografía,fotografía,forzado,[UNTRANSLATED] forzado,FALSE,untranslated
frase,17517,frase,frase,francotirador,sniper,TRUE,dict
solas,17489,solas,solas,social,social / societal,TRUE,dict
rápida,17485,rápida,rápida,ruiz,ruiz,TRUE,dict
estrategia,17481,estrategia,estrategia,estornudo,sneeze,TRUE,dict
maneras,17455,maneras,maneras,mandatario,mandator,TRUE,dict
casarse,17444,casarse,casarse,casar,marry,TRUE,dict
documento,17435,documento,documento,dock,[UNTRANSLATED] dock,FALSE,untranslated
mio,17433,mio,mio,minh,[UNTRANSLATED] minh,FALSE,untranslated
proyectos,17431,proyectos,proyectos,provinciano,[UNTRANSLATED] provinciano,FALSE,untranslated
nacido,17426,nacido,nacido,mirar,look / glance / watch,TRUE,dict
personalmente,17423,personalmente,personalmente,perrin,[UNTRANSLATED] perrin,FALSE,untranslated
motivos,17421,motivos,motivos,most,[UNTRANSLATED] most,FALSE,untranslated
normas,17418,normas,normas,nombre,name,TRUE,dict
andy,17415,andy,andy,andrés,[UNTRANSLATED] andrés,FALSE,untranslated
intenté,17414,intenté,intenté,intentar,attempt / try / endeavour,TRUE,dict
seria,17411,seria,seria,separar,part / separate,TRUE,dict
psoe,17400,psoe,psoe,práctica,practice,TRUE,dict
centros,17386,centros,centros,centrar,centre / focus,TRUE,dict
constitución,17385,constitución,constitución,constatar,ascertain,TRUE,dict
desgracia,17374,desgracia,desgracia,desfigurado,[UNTRANSLATED] desfigurado,FALSE,untranslated
coches,17367,coches,coches,cobrar,charge / earn / cash,TRUE,dict
conducta,17352,conducta,conducta,conducir,drive / conduct,TRUE,dict
tomo,17338,tomo,tomo,tofu,[UNTRANSLATED] tofu,FALSE,untranslated
pelota,17325,pelota,pelota,pelayo,[UNTRANSLATED] pelayo,FALSE,untranslated
california,17323,california,california,calificación,qualification,TRUE,dict
generales,17315,generales,generales,gemelo,twin,TRUE,dict
capaces,17313,capaces,capaces,cantábrico,bay of biscay,TRUE,dict
bolsillo,17311,bolsillo,bolsillo,bollo,bun,TRUE,dict
nació,17307,nació,nació,múltiple,multiple,TRUE,dict
quince,17296,quince,quince,quero,[UNTRANSLATED] quero,FALSE,untranslated
bordo,17292,bordo,bordo,bordar,embroider,TRUE,dict
destruir,17286,destruir,destruir,destrozo,[UNTRANSLATED] destrozo,FALSE,untranslated
concierto,17283,concierto,concierto,concesión,granting / concession,TRUE,dict
virgen,17280,virgen,virgen,vilma,[UNTRANSLATED] vilma,FALSE,untranslated
generación,17279,generación,generación,geisha,[UNTRANSLATED] geisha,FALSE,untranslated
pones,17274,pones,pones,polémico,controversial / polemic,TRUE,dict
pregunté,17267,pregunté,pregunté,preferir,prefer,TRUE,dict
hubieran,17257,hubieran,hubieran,howell,[UNTRANSLATED] howell,FALSE,untranslated
pedazo,17255,pedazo,pedazo,país,country,TRUE,dict
scott,17253,scott,scott,saturado,saturated,TRUE,dict
maté,17252,maté,maté,mathilde,[UNTRANSLATED] mathilde,FALSE,untranslated
periodista,17238,periodista,periodista,peregrino,pilgrim,TRUE,dict
rica,17228,rica,rica,revólver,revolver,TRUE,dict
correcta,17211,correcta,correcta,correr,run / race,TRUE,dict
lisa,17169,lisa,lisa,lindsay,[UNTRANSLATED] lindsay,FALSE,untranslated
sucio,17165,sucio,sucio,subsiguiente,subsequent,TRUE,dict
muchacha,17155,muchacha,muchacha,mover,move / shift,TRUE,dict
caída,17145,caída,caída,cazar,hunt,TRUE,dict
resistencia,17141,resistencia,resistencia,rescate,rescue / ransom / bailout,TRUE,dict
ponen,17136,ponen,ponen,pollo,chicken,TRUE,dict
tengamos,17130,tengamos,tengamos,temuco,[UNTRANSLATED] temuco,FALSE,untranslated
conflicto,17127,conflicto,conflicto,confiscar,confiscate / seize,TRUE,dict
martín,17121,martín,martín,marnie,[UNTRANSLATED] marnie,FALSE,untranslated
límite,17116,límite,límite,lynne,[UNTRANSLATED] lynne,FALSE,untranslated
abogados,17103,abogados,abogados,abogacía,law / legal profession,TRUE,dict
seguimos,17099,seguimos,seguimos,secuestrador,kidnapper,TRUE,dict
decidir,17097,decidir,decidir,decidir,rush / decide,TRUE,dict
obstante,17093,obstante,obstante,obrero,worker / working,TRUE,dict
personalidad,17093,personalidad,personalidad,perro,dog,TRUE,dict
archivos,17092,archivos,archivos,archie,[UNTRANSLATED] archie,FALSE,untranslated
alcance,17090,alcance,alcance,alcalde,mayor,TRUE,dict
impuestos,17066,impuestos,impuestos,imprevisto,unforeseen,TRUE,dict
unidades,17052,unidades,unidades,ud,unit,TRUE,dict
anteriores,17039,anteriores,anteriores,anteojo,[UNTRANSLATED] anteojo,FALSE,untranslated
sheriff,17032,sheriff,sheriff,señorito,[UNTRANSLATED] señorito,FALSE,untranslated
harías,17029,harías,harías,harry,harry,TRUE,dict
entrenamiento,17028,entrenamiento,entrenamiento,entregar,hand / submit / deliver,TRUE,dict
alemanes,17025,alemanes,alemanes,aleluya,hallelujah,TRUE,dict
bote,17020,bote,bote,boss,[UNTRANSLATED] boss,FALSE,untranslated
olvides,17018,olvides,olvides,olive,[UNTRANSLATED] olive,FALSE,untranslated
miércoles,17009,miércoles,miércoles,mississippi,[UNTRANSLATED] mississippi,FALSE,untranslated
plano,16998,plano,plano,placebo,placebo,TRUE,dict
requiere,16994,requiere,requiere,reprimir,stifle / repress,TRUE,dict
