rank,lemma,original_lemma,old_translation,new_translation,translation_changed,review_reason,past_relation,past_tense,past_person,past_number,past_context,past_confidence,past_reason,tags
8684,dejaban,dejar,they left,they left (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|third|plural
8695,decidiste,decidir,you decided,you decided (completed past),yes,manual_english_past_override,past_tense_detected,preterite,second,singular,completed past,high,regular_er_ir_preterite_2sg,past|preterite|second|singular
8711,vendí,vender,I selled,I sold (completed past),yes,manual_english_past_override,past_tense_detected,preterite,first,singular,completed past,high,regular_er_ir_preterite_1sg,past|preterite|first|singular
8715,metieron,meter,they put in,they put in (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_er_ir_preterite_3pl,past|preterite|third|plural
8733,permaneció,permanecer,he stayed; she stayed; it stayed,he stayed; she stayed; it stayed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_er_ir_preterite_3sg,past|preterite|third|singular
8735,salvé,salvar,I saved,I saved (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
8773,acepté,aceptar,I accepted,I accepted (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
8780,ofrecieron,ofrecer,they offered,they offered (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_er_ir_preterite_3pl,past|preterite|third|plural
8793,tardó,tardar,he delayed; she delayed; it delayed,he delayed; she delayed; it delayed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
8797,cambiamos,cambiar,we changed,we changed,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
8817,arregló,arreglar,he fixed; she fixed; it fixed,he fixed; she fixed; it fixed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
8837,observó,observar,he observed; she observed; it observed,he observed; she observed; it observed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
8841,empujó,empujar,he pushed; she pushed; it pushed,he pushed; she pushed; it pushed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
8849,asustaste,asustar,you scared,you scared (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_ar_preterite_2sg,past|preterite|second|singular
8853,enviamos,enviar,we sent,we sent,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
8856,enseñé,enseñar,I teached,I taught (completed past),yes,manual_english_past_override,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
8892,levanté,levantar,I lifted,I lifted (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
8896,leía,leer,I read,I read; he read; she read; it read (ongoing habitual/background past),yes,manual_english_past_override,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|singular_ambiguous
8907,cambiaste,cambiar,you changed,you changed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_ar_preterite_2sg,past|preterite|second|singular
8910,acudió,acudir,he went; she went; it went,he went; she went; it went (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_er_ir_preterite_3sg,past|preterite|third|singular
8914,atraparon,atrapar,they captured,they captured (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
8944,renunció,renunciar,he renounced; she renounced; it renounced,he renounced; she renounced; it renounced (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
8946,dormiste,dormir,you sleeped,you slept (completed past),yes,manual_english_past_override,past_tense_detected,preterite,second,singular,completed past,high,regular_er_ir_preterite_2sg,past|preterite|second|singular
8965,esperó,esperar,he hoped; she hoped; it hoped,he hoped; she hoped; it hoped (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
8967,confiaba,confiar,I reassured,I reassured; he reassured; she reassured; it reassured (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
8988,hablabas,hablar,you talked,you talked (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,second,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|second|singular
8997,comía,comer,I eated,I ate; he ate; she ate; it ate (ongoing habitual/background past),yes,manual_english_past_override,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|singular_ambiguous
9003,formó,formar,he formed; she formed; it formed,he formed; she formed; it formed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
9004,crearon,crear,they created,they created (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
9030,mordió,morder,he bited; she bited; it bited,he bited; she bited; it bited (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_er_ir_preterite_3sg,past|preterite|third|singular
9039,realizaron,realizar,they carried out,they carried out (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
9040,sentamos,sentar,we seated,we seated,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
9042,servía,servir,I served,I served; he served; she served; it served (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|singular_ambiguous
9054,recuperó,recuperar,he recovered; she recovered; it recovered,he recovered; she recovered; it recovered (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
9056,acordó,acordar,he agreed; she agreed; it agreed,he agreed; she agreed; it agreed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
9057,comiste,comer,you eated,you ate (completed past),yes,manual_english_past_override,past_tense_detected,preterite,second,singular,completed past,high,regular_er_ir_preterite_2sg,past|preterite|second|singular
9058,enamoré,enamorar,I enamored,I enamored (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
9059,guardaba,guardar,I saved,I saved; he saved; she saved; it saved (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
9060,consideramos,considerar,we considered,we considered,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
9061,preguntaron,preguntar,they asked,they asked (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
9069,fuesen,ir,they went (past subjunctive),they went (past subjunctive),no,blocked_by_existing_mood_tag,,,,,,,,subjunctive|imperfect_se|third|plural
9076,funcionaba,funcionar,I worked,I worked; he worked; she worked; it worked (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
9086,aprovechó,aprovechar,he made use of; she made use of; it made use of,he made use of; she made use of; it made use of (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
9110,invité,invitar,I invited,I invited (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
9117,arrojó,arrojar,he throwed; she throwed; it throwed,he throwed; she throwed; it throwed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
9122,olía,oler,I smelled,I smelled; he smelled; she smelled; it smelled (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|singular_ambiguous
9144,viajó,viajar,he traveled; she traveled; it traveled,he traveled; she traveled; it traveled (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
