rank,lemma,translation
10738,libreta,notebook
10739,ordinaria,ordinary; standard (feminine singular)
10740,recreo,recreation
10741,secuestrada,kidnapped (feminine singular)
10742,válvula,valve
10743,jueza,judge
10744,penumbra,half-light
10745,previos,previous (masculine plural)
10746,especulación,speculation
10747,radica,you root
10748,confió,he reassured; she reassured; it reassured (completed past)
10749,económicamente,financially; economically
10750,legislatura,legislature
10751,quítame,take off
10752,contención,act of holding back
10753,plantado,planted
10754,descender,to descend
10755,bancarias,related to banks (feminine plural)
10756,provocan,they cause or provoke
10757,urbanos,urban (masculine plural)
10758,detenerla,to detain it (feminine)
10759,conseguía,I achieved; he achieved; she achieved; it achieved (ongoing habitual/background past)
10760,turística,touristic; Related to tours and tourism (feminine singular)
10761,beben,they drink
10762,cómplices,knowing; complicit (plural)
10763,deprimida,depressed (feminine singular)
10764,espiral,spiral
10765,traicionar,to betray
10766,donaciones,donation
10767,guardó,he saved; she saved; it saved (completed past)
10768,gelatina,gelatin
10769,interpretaciones,interpretation
10770,peleado,fighted
10771,templos,temple (masculine plural)
10772,gasta,you spend
10773,permitieron,they allowed (completed past)
10774,estatuas,statue (plural)
10775,movilidad,mobility
10776,peón,infantryman; foot soldier
10777,quemada,burnt (feminine singular)
10778,reunirme,to gather me
10779,traduce,you translate
10780,ubicada,located; situated (feminine singular)
10781,cooperativa,cooperative
10782,sensato,sound; sensible; reasonable
10783,sumar,to add
10784,agarre,grip; grasp
10785,magos,magician (masculine plural)
10786,aduana,customs
10787,culpas,fault (plural)
10788,encontrando,meeting
10789,zar,tsar; czar
10790,apoyó,he leaned; she leaned; it leaned (completed past)
10791,lastimarte,to injure you
10792,non,odd
10793,ritmos,rhythm (masculine plural)
10794,bajamos,we went down
10795,brote,bud; sprout
10796,levantada,high; lofty (feminine singular)
10797,caídos,fallen (masculine plural)
10798,codicia,greed; avarice
10799,cuido,care; looking after
10800,engañarme,to trick me
10801,rabino,rabbi
10802,reflejan,they reflect
10803,rápidas,fast; rapid; quick (feminine plural)
10804,creerte,to believe
10805,estimular,to stimulate
10806,inmune,immune
10807,madrileña,Madrilenian (feminine singular)
10808,abundantes,abundant; plentiful (plural)
10809,indudablemente,indubitably; undoubtedly
10810,irracional,absurd; irrational
10811,tratará,he will treat; she will treat; it will treat
10812,atajo,a shortcut
10813,consultorio,consulting room
10814,dedican,they dedicate
10815,imprudente,imprudent; ill-advised
10816,saltado,prominent; sticking out
10817,abrirlo,to open it (masculine)
10818,antorcha,torch
10819,cebollas,onion (plural)
10820,estructurales,structural (plural)
10821,insistencia,insistence
10822,yace,you lie
10823,colgó,he hanged; she hanged; it hanged (completed past)
10824,adhesión,adhesion
10825,crónicas,chronic (feminine plural)
10826,nacieron,they were born (completed past)
10827,favorecer,to support
10828,po,well; emphatic
10829,consistía,I consisted of; he consisted of; she consisted of; it consisted of (ongoing habitual/background past)
10830,formaciones,formation
10831,orgánico,organic
10832,presentaciones,presentation
10833,cuanta,as much; however much; whatever quantity (feminine singular)
10834,extensa,extensive (feminine singular)
10835,faldas,skirt (plural)
10836,ingresó,he joined; she joined; it joined (completed past)
10837,pagaría,I would pay
10838,paternidad,paternity; fatherhood
10839,príncipes,prince (plural)
10840,famosas,famous; well-known (feminine plural)
10841,hacerlas,to do them (feminine)
10842,procedencia,origin; provenance
10843,traemos,we bring
10844,establecen,they establish
10845,identidades,identity (plural)
10846,pillar,to catch
10847,falsificación,fake; forgery; counterfeit; falsification
10848,separan,they separate
10849,tostadas,toasted (feminine plural)
10850,desperdiciar,to waste
10851,chismes,gossip (plural)
10852,fallos,mistake (masculine plural)
10853,pagaba,I paid; he paid; she paid; it paid (ongoing habitual/background past)
10854,sodio,sodium
10855,viviré,I will live
10856,pozos,well (masculine plural)
10857,allanamiento,smoothing; flattening
10858,aquélla,that one
10859,conduzco,I drive
10860,discutirlo,to discuss it (masculine)
10861,marcharte,to leave
10862,cimientos,foundation (masculine plural)
10863,inofensivo,harmless; innocuous
10864,resentimiento,resentment
10865,enviará,he will send; she will send; it will send
10866,interferencia,interference
10867,primitiva,a bi-weekly national lottery
10868,motos,motorcycle (masculine plural)
10869,mudamos,we moved
10870,protagonismo,importance; prominence
10871,protegerlo,to protect it (masculine)
10872,autora,authoress; female author
10873,mangas,sleeve (plural)
10874,divisas,foreign currency (plural)
10875,muslo,thigh
10876,padece,you suffer
10877,rentabilidad,profitability; cost-effectiveness
10878,trazado,tracing
10879,enseñarles,to teach to them
10880,influir,to influence
10881,observan,they observe
10882,banana,an idiot
10883,creíble,credible; believable
10884,paras,you give birth
10885,tapadera,lid; cover
10886,ahogó,he drowned; she drowned; it drowned (completed past)
10887,besando,kissing
10888,nocturnos,night (masculine plural)
10889,solteros,single; unmarried (masculine plural)
10890,monetario,currency; monetary
10891,bárbaro,barbaric
10892,comportamientos,behavior (masculine plural)
10893,resolvió,he resolved; she resolved; it resolved (completed past)
10894,enamoró,he enamored; she enamored; it enamored (completed past)
10895,asegurarte,to secure you
10896,marciales,martial (plural)
10897,nutrición,nutrition
10898,pegamento,glue; adhesive
10899,regalado,regaled
10900,vinculación,link; connection
10901,basados,based (masculine plural)
10902,brazalete,bracelet
10903,calzones,underpants
10904,cobran,they charge
10905,legalidad,legality
10906,sociología,sociology
10907,amigable,amiable; amicable; friendly
10908,convocar,to call
10909,ocurriría,I would happen
10910,alquilado,rented
10911,envidio,I envy
10912,noveno,ninth
10913,patricio,patrician
10914,evitado,avoided
10915,retos,challenge (masculine plural)
10916,supieron,they knew (completed past)
10917,escoba,broom
10918,conque,so; thus; hence; consequently
10919,transcurrido,passed by (past participle masculine singular)
10920,cantos,singing (masculine plural)
10921,sucesivamente,successively
10922,abrazar,to hug
10923,atada,tied; tied up; tied down (feminine singular)
10924,colocación,placement; positioning
10925,cuéntanos,I count
10926,operadora,operator
10927,esferas,sphere (plural)
10928,soja,soya; soybean
10929,simbólico,symbolic
10930,visitando,visiting
10931,arquitectos,architect (masculine plural)
10932,imaginarme,to imagine me
10933,patrullas,patrol (plural)
10934,reacciona,you react
10935,alterada,upset; angry (feminine singular)
10936,calificaciones,mark; grade; score; rating
10937,congelador,freezer
10938,levantamiento,lifting; raising
10939,vieran,they saw
10940,mara,criminal gang
10941,obligaron,they forced (completed past)
10942,visa,he studies; she studies; it studies
10943,ayudantes,auxiliary (plural)
10944,colas,tail (plural)
10945,comprarlo,to buy it (masculine)
10946,dinastía,dynasty
10947,rondas,round; iteration (plural)
10948,sequía,drought
10949,elevación,elevation
10950,fosa,moat
10951,parálisis,paralysis
10952,matices,hue (plural)
10953,producía,I produced; he produced; she produced; it produced (ongoing habitual/background past)
10954,contraté,I contracted (completed past)
10955,entrego,hand-off; delivery
10956,sobrevive,you survive
10957,destrozar,to destroy
10958,raja,gash; crack; a slit
10959,tobillos,ankle (masculine plural)
10960,huérfano,orphan
10961,sígame,I follow
10962,obvia,obvious (feminine singular)
10963,enemiga,adverse; hostile (feminine singular)
10964,pobrecita,poor (feminine singular)
10965,semanal,weekly
10966,sudando,sweating
10967,sumario,summary
10968,bancario,related to banks
10969,encaje,fitting
10970,interese,he interests; she interests; it interests
10971,barranco,gully; gulch; ravine; barranca
10972,disculparse,to excuse
10973,flexibilidad,flexibility
10974,fusil,rifle
10975,lastimó,he injured; she injured; it injured (completed past)
10976,perderme,to lose me
10977,tortugas,turtle (plural)
10978,transformaciones,transformation
10979,aceptará,he will accept; she will accept; it will accept
10980,preparatoria,high school
10981,presentando,presenting
10982,vestía,I dressed; he dressed; she dressed; it dressed (ongoing habitual/background past)
10983,anónimos,anonymous (masculine plural)
10984,divertidas,funny; amusing; entertaining (feminine plural)
10985,exclamó,he exclaimed; she exclaimed; it exclaimed (completed past)
10986,itinerario,itinerary
10987,presidenciales,presidential (plural)
10988,menciones,mention
10989,primordial,primary; paramount
10990,atroz,atrocious
10991,banqueros,banker (masculine plural)
10992,chocó,he crashed; she crashed; it crashed (completed past)
10993,inventando,inventing
10994,legendario,legendary
10995,nutrientes,nutrient (plural)
10996,resplandor,glare; sheen; radiance; splendor
10997,escaparse,to escape
10998,recuperando,recovering
10999,vendes,you sell
11000,gritan,they shout
11001,prisiones,prison
11002,secuestró,he kidnaped; she kidnaped; it kidnaped (completed past)
11003,contarles,to count to them
11004,cerramos,we closed
11005,fomentar,to foster
11006,obediencia,obedience
11007,octava,octave
11008,alianzas,alliance (plural)
11009,besarme,to kiss me
11010,espontánea,spontaneous (feminine singular)
11011,explican,they explain
11012,permitirse,to allow
11013,descubrirlo,to discover it (masculine)
11014,terminas,you finish
11015,encargados,responsible; in charge (masculine plural)
11016,franja,stripe
11017,intacto,intact
11018,repentina,sudden (feminine singular)
11019,adictos,addicted (masculine plural)
11020,asociada,associated (feminine singular)
11021,defendido,defendant
11022,corres,you run
11023,identificó,he identified; she identified; it identified (completed past)
11024,paradoja,paradox
11025,prepararme,to prepare me
11026,refuerzo,reinforcement
11027,administrar,to administer
11028,aspirantes,aspiring (plural)
11029,esperaría,I would hope
11030,malvados,bad; evil; mean; wicked (masculine plural)
11031,aria,Aryan (feminine singular)
11032,potencialmente,potentially
11033,sueldos,salary (masculine plural)
11034,aislada,isolated (feminine singular)
11035,chocar,to crash
11036,competidores,competing (plural)
11037,derrame,leakage; effusion
11038,moderado,moderate
11039,suman,they submerge
11040,zombis,zombie (plural)
11041,callas,you calm
11042,certamen,contest; pageant; competition
11043,empeorar,to worsen
11044,granjeros,farmer (masculine plural)
11045,insuficiencia,lack; deficiency
11046,díganme,I say
11047,estables,stable (plural)
11048,inspira,you inspire
11049,renovar,to renovate
11050,roble,oak
11051,salarial,wages; salary
11052,celo,zeal
11053,desechos,jetsam (masculine plural)
11054,enfrentado,confronted
11055,librarse,to save
11056,mismísimo,self
11057,ocupará,he will occupy; she will occupy; it will occupy
11058,ostras,jeez; yikes; blimey; darn it
11059,plenitud,plenitude
11060,secuestrar,to kidnap
11061,bebí,I drank (completed past)
11062,amuleto,amulet
11063,contarnos,to count us
11064,desees,you wish
11065,reinos,kingdom (masculine plural)
11066,castaño,brown
11067,cocinas,kitchen (plural)
11068,comprobando,checking
11069,desaparecidas,missing; disappeared (feminine plural)
11070,frecuencias,frequency (plural)
11071,mae,guy; man; dude
11072,molestarme,to bother me
11073,acompañó,he accompanied; she accompanied; it accompanied (completed past)
11074,aspirina,aspirin
11075,cuestionar,to question
11076,lomo,back
11077,carreta,cart; dray
11078,indignación,indignation
11079,vendemos,we bandage
11080,agresividad,aggressiveness
11081,ande,where
11082,anota,you annotate
11083,completado,completed
11084,inestabilidad,instability
11085,inevitablemente,inevitably; inexorably; unavoidably
11086,lechuga,lettuce
11087,procesión,procession
11088,quitan,they remove
11089,deshacerte,to undo you
11090,dirían,they would say
11091,reservada,reserved (feminine singular)
11092,aplicada,applied (feminine singular)
11093,detector,detecting
11094,preferible,preferable
11095,republicana,republican (feminine singular)
11096,gigantesco,gigantic; gigantesque; of a giant
11097,manía,mania; obsession; bad habit
11098,recital,gig; concert
11099,abrazos,hug; embrace (masculine plural)
11100,convenios,agreement (masculine plural)
11101,dependerá,he will depend; she will depend; it will depend
11102,destinadas,destined; predestined (feminine plural)
11103,reparaciones,reparation
11104,asistieron,they attended (completed past)
11105,descomposición,decomposition
11106,urnas,urn (plural)
11107,aportaciones,contribution
11108,deshacernos,to undo us
11109,aceptaron,they accepted (completed past)
