rank,lemma,original_lemma
11587,reconocida,reconocido
11588,yes,ye
11589,cursi,cursi
11590,nochebuena,nochebuena
11591,rinde,rinde
11592,víbora,víbora
11593,cocido,cocido
11594,cuidarme,cuidar
11595,excitado,excitado
11596,informarle,informar
11597,interrumpido,interrumpir
11598,metía,meter
11599,críos,crío
11600,remordimiento,remordimiento
11601,separada,separado
11602,sospechaba,sospechar
11603,alusión,alusión
11604,brújula,brújula
11605,tomarán,tomar
11606,concursos,concurso
11607,dependencias,dependencia
11608,empujando,empujar
11609,popa,popa
11610,cláusula,cláusula
11611,dora,dorar
11612,fundamentos,fundamento
11613,teclado,teclado
11614,unanimidad,unanimidad
11615,acabaré,acabar
11616,atacada,atacado
11617,coherencia,coherencia
11618,egipcio,egipcio
11619,mordido,mordido
11620,naturalidad,naturalidad
11621,alergia,alergia
11622,dispararé,disparar
11623,pinzas,pinza
11624,vocabulario,vocabulario
11625,anatomía,anatomía
11626,conforman,conformar
11627,cortaré,cortar
11628,nitrógeno,nitrógeno
11629,sangriento,sangriento
11630,banquillo,banquillo
11631,biológicos,biológico
11632,levantes,levante
11633,acercamos,acercar
11634,castellana,castellano
11635,concedió,conceder
11636,fíjese,fijar
11637,sobras,sobra
11638,transacción,transacción
11639,calme,calmar
11640,involucra,involucrar
11641,seo,seo
11642,convergencia,convergencia
11643,corazonada,corazonada
11644,descuido,descuido
11645,bajaron,bajar
11646,especializada,especializado
11647,expresamente,expresamente
11648,contribuyentes,contribuyente
11649,olores,olor
11650,sultán,sultán
11651,opresión,opresión
11652,planteó,plantear
11653,usaría,usar
11654,pintando,pintar
11655,contribuido,contribuir
11656,discípulo,discípulo
11657,fijos,fijo
11658,notablemente,notablemente
11659,ordené,ordenar
11660,suspenso,suspenso
11661,aguante,aguante
11662,cenamos,cenar
11663,entretenido,entretenido
11664,prisionera,prisionero
11665,presentados,presentado
11666,carpintero,carpintero
11667,alcaldes,alcalde
11668,exploradores,explorador
11669,portador,portador
11670,agitado,agitado
11671,arreglamos,arreglar
11672,ceniza,ceniza
11673,pinos,pino
11674,pudiendo,poder
11675,sabroso,sabroso
11676,correspondía,corresponder
11677,conectada,conectado
11678,requerimientos,requerimiento
11679,confirman,confirmar
11680,duramente,duramente
11681,estribor,estribor
11682,lienzo,lienzo
11683,obligatoria,obligatorio
11684,océanos,océano
11685,significativas,significativo
11686,mística,místico
11687,sintiera,sentir
11688,adquirió,adquirir
11689,definida,definido
11690,diálogos,diálogo
11691,lona,lona
11692,maquina,maquinar
11693,marine,marinar
11694,sereno,sereno
11695,tuberías,tubería
11696,valles,valle
11697,inolvidable,inolvidable
11698,pensarás,pensar
11699,opuestos,opuesto
11700,racismo,racismo
11701,realistas,realista
11702,reverencia,reverencia
11703,mantenerlos,mantener
11704,planeo,planeo
11705,protocolos,protocolo
11706,esponja,esponja
11707,establecidas,establecido
11708,indudable,indudable
11709,respondía,responder
11710,adornos,adorno
11711,parecemos,parecer
11712,protegerse,proteger
11713,revivir,revivir
11714,organizadores,organizador
11715,anos,ano
11716,buenísimo,bueno
11717,educativos,educativo
11718,novatos,novato
11719,reunirá,reunir
11720,tranvía,tranvía
11721,materna,materno
11722,micrófonos,micrófono
11723,tocamos,tocar
11724,transacciones,transacción
11725,adoraba,adorar
11726,comandos,comando
11727,deficiencias,deficiencia
11728,disponen,disponer
11729,entenderás,entender
11730,fijación,fijación
11731,preparadas,preparado
11732,molestan,molestar
11733,recorre,recorrer
11734,ganaremos,ganar
11735,ayuntamientos,ayuntamiento
11736,decencia,decencia
11737,creerán,creer
11738,ayudamos,ayudar
11739,comprenden,comprender
11740,tic,tic
11741,comeremos,comer
11742,ocupadas,ocupado
11743,patán,patán
11744,grandote,grandote
11745,significativos,significativo
11746,superan,superar
11747,trataban,tratar
11748,inclusión,inclusión
11749,accedió,acceder
11750,desventaja,desventaja
11751,indicador,indicador
11752,legitimidad,legitimidad
11753,sangrienta,sangriento
11754,solucionarlo,solucionar
11755,vocal,vocal
11756,bellos,bello
11757,confié,confiar
11758,escrituras,escritura
11759,meteré,meter
11760,audiencias,audiencia
11761,observaba,observar
11762,afirmativo,afirmativo
11763,bocadillo,bocadillo
11764,descubierta,descubierta
11765,acostó,acostar
11766,charco,charco
11767,llegados,llegado
11768,molestas,molesto
11769,rasguño,rasguño
11770,avatar,avatar
11771,destrozada,destrozado
11772,coincidir,coincidir
11773,formales,formar
11774,litoral,litoral
11775,meramente,meramente
11776,nata,nata
11777,subiré,subir
11778,cumplida,cumplido
11779,embarazadas,embarazado
11780,manejado,manejar
11781,preparaba,preparar
11782,vibraciones,vibración
11783,encargarse,encargar
11784,enviarle,enviar
11785,talones,talón
11786,comerse,comer
11787,descontento,descontento
11788,pedirles,pedir
11789,vacante,vacante
11790,chupa,chupa
11791,tonelada,tonelada
11792,encerró,encerrar
11793,fumas,fumar
11794,amplitud,amplitud
11795,fritos,frito
11796,presenciar,presenciar
11797,arrugas,arruga
11798,cansé,cansar
11799,comunicó,comunicar
11800,espantosa,espantoso
11801,guapas,guapo
11802,bromear,bromear
11803,acelerado,acelerado
11804,hunde,hundir
11805,mostrará,mostrar
11806,probé,probar
11807,rollos,rollo
11808,suavidad,suavidad
11809,sábana,sábana
11810,ajenas,ajeno
11811,critica,criticar
11812,metabolismo,metabolismo
11813,pasarse,pasar
11814,venezolana,venezolano
11815,yardas,yarda
11816,intoxicación,intoxicación
11817,bronca,bronca
11818,condolencias,condolencia
11819,detenernos,detener
11820,comuna,comuna
11821,cucharadita,cucharada
11822,eficaces,eficaz
11823,electo,electo
11824,panqueques,panqueque
11825,trasladó,trasladar
11826,vendiste,vender
11827,consejera,consejero
11828,senda,senda
11829,tractor,tractor
11830,idéntica,idéntico
11831,obesidad,obesidad
11832,degradación,degradación
11833,descubriste,descubrir
11834,mágicos,mágico
11835,sencillas,sencillo
11836,vicios,vicio
11837,leeré,leer
11838,atrevería,atrever
11839,hoyos,hoyo
11840,publicitario,publicitario
11841,atrapé,atrapar
11842,indicación,indicación
11843,pegada,pegada
11844,besé,besar
11845,dirigidas,dirigido
11846,agitación,agitación
11847,hábitat,hábitat
11848,pasarte,pasar
11849,latidos,latido
11850,lloré,llorar
11851,operativos,operativo
11852,viajaba,viajar
11853,convertiste,convertir
11854,reproducir,reproducir
11855,complemento,complemento
11856,intriga,intriga
11857,morado,morado
11858,reinas,reina
11859,tapar,tapar
11860,encierro,encierro
11861,exquisito,exquisito
11862,grifo,grifo
11863,sellado,sellado
11864,sobreviviente,sobreviviente
11865,díganos,decir
11866,vito,vito
11867,llevabas,llevar
11868,repercusiones,repercusión
11869,bastará,bastar
11870,conocerse,conocer
11871,creyente,creyente
11872,esmeralda,esmeralda
11873,invadir,invadir
11874,tóxico,tóxico
11875,volverte,volver
11876,humillado,humillado
11877,permitiendo,permitir
11878,preocupar,preocupar
11879,progresivamente,progresivamente
11880,travesía,travesía
11881,aló,aló
11882,arrepentido,arrepentido
11883,magnética,magnético
11884,movemos,mover
11885,previas,previo
11886,comentado,comentar
11887,dorados,dorado
11888,pintó,pintar
11889,despejar,despejar
11890,subes,subir
11891,vence,vencer
11892,castigada,castigado
11893,ilumina,iluminar
11894,pasatiempo,pasatiempo
11895,pisa,pisa
11896,reportera,reportero
11897,resultará,resultar
11898,variantes,variante
11899,bailamos,bailar
11900,presentamos,presentar
11901,pronunció,pronunciar
11902,zumbido,zumbido
11903,alarmas,alarma
11904,compartiendo,compartir
11905,dactilares,dactilar
11906,euforia,euforia
11907,radicalmente,radicalmente
11908,choza,choza
11909,mentiría,mentir
11910,balsa,balsa
11911,experimentando,experimentar
11912,ganso,ganso
11913,moralidad,moralidad
11914,sacará,sacar
11915,llenado,llenado
11916,raramente,raramente
11917,arriesgarme,arriesgar
11918,fi,fi
11919,liza,liza
11920,opinan,opinar
11921,arrastró,arrastrar
11922,convencionales,convencional
11923,fallé,fallar
11924,mudado,mudar
11925,actuaba,actuar
11926,centra,centrar
11927,directivo,directivo
11928,economías,economía
11929,pretensiones,pretensión
11930,rendido,rendido
11931,venías,venir
11932,curiosos,curioso
11933,fiar,fiar
11934,fluidos,fluido
11935,formaron,formar
11936,noreste,noreste
11937,adelantar,adelantar
11938,espinas,espina
11939,fresas,fresa
11940,guarnición,guarnición
11941,hostilidad,hostilidad
11942,interrumpió,interrumpir
11943,loro,loro
11944,tómala,tomar
11945,africana,africano
11946,buey,buey
11947,especias,especia
11948,uranio,uranio
11949,vagos,vago
11950,gitano,gitano
11951,quites,quite
11952,abstinencia,abstinencia
11953,enfrentarme,enfrentar
11954,introducido,introducir
11955,lanzaron,lanzar
11956,ordenamiento,ordenamiento
11957,repetía,repetir
11958,vals,vals
11959,vendrían,venir
11960,entraré,entrar
11961,escalas,escala
11962,rentable,rentable
11963,brujería,brujería
11964,costura,costura
11965,enfermó,enfermar
11966,simulación,simulación
11967,sándwiches,sándwich
11968,bocadillos,bocadillo
11969,forestal,forestal
11970,preventiva,preventivo
11971,siembra,siembra
11972,atuendo,atuendo
11973,inmortalidad,inmortalidad
11974,levantaba,levantar
11975,presenté,presentar
11976,brinda,brindar
11977,conocerme,conocer
11978,continuamos,continuar
11979,recogen,recoger
11980,sancho,sancho
11981,shows,show
11982,destreza,destreza
11983,destruirlo,destruir
11984,génesis,génesis
11985,realeza,realeza
11986,setiembre,septiembre
11987,callarte,callar
11988,descarta,descartar
11989,espiar,espiar
11990,fijó,fijar
11991,patentes,patente
11992,párpados,párpado
11993,democráticos,democrático
11994,instaló,instalar
11995,jaque,jaque
11996,liberalismo,liberalismo
11997,recogerlo,recoger
11998,surgieron,surgir
11999,utopía,utopía
12000,yanquis,yanqui
12001,transferido,transferir
12002,ventura,ventura
12003,anima,animar
12004,empujón,empujón
12005,grosera,grosero
12006,infame,infame
12007,marxista,marxista
12008,ca,ca
12009,dispararme,disparar
12010,disponía,disponer
12011,escucharla,escuchar
12012,limitó,limitar
12013,remover,remover
12014,cambiarte,cambiar
12015,cases,casar
12016,conmovedor,conmovedor
12017,consistencia,consistencia
12018,exactos,exacto
12019,excita,excitar
12020,reaccionó,reaccionar
12021,secuestraron,secuestrar
12022,callejero,callejero
12023,chorro,chorro
12024,obstrucción,obstrucción
12025,respetan,respetar
12026,viceversa,viceversa
12027,creados,creado
12028,encantados,encantados
12029,fastidio,fastidio
12030,fresa,fresa
12031,imaginando,imaginar
12032,mencionaste,mencionar
12033,ordenación,ordenación
12034,unánime,unánime
12035,aeropuertos,aeropuerto
12036,balde,balde
12037,escándalos,escándalo
12038,torturas,tortura
12039,campesina,campesino
12040,flamenco,flamenco
12041,socia,socio
12042,ahorrado,ahorrar
12043,alemanas,alemán
12044,ranas,rana
12045,abrigos,abrigo
12046,aprenden,aprender
12047,monumentos,monumento
12048,afectará,afectar
12049,alcohólica,alcohólico
12050,alimentan,alimentar
12051,devolverlo,devolver
12052,estallido,estallido
12053,lineal,lineal
12054,publicitaria,publicitario
12055,reservados,reservado
12056,abad,abad
12057,difundir,difundir
12058,escalón,escalón
12059,organizando,organizar
12060,quemados,quemado
12061,vencidos,vencido
12062,aperitivo,aperitivo
12063,articulación,articulación
12064,cruzan,cruzar
12065,exclusión,exclusión
12066,modificado,modificar
12067,negarse,negar
12068,póliza,póliza
12069,requisito,requisito
12070,admiradores,admirador
12071,bruscamente,bruscamente
12072,formaba,formar
12073,puras,puro
12074,engañaste,engañar
12075,latinoamericano,latinoamericano
12076,ponche,ponche
12077,arrestados,arrestado
12078,infectados,infectado
12079,limitar,limitar
12080,cerré,cerrar
12081,motín,motín
12082,mudé,mudar
12083,dictamen,dictamen
12084,egipcios,egipcio
12085,futbolista,futbolista
12086,metidos,metido
12087,parásito,parásito
12088,diseñada,diseñado
12089,expulsada,expulsado
12090,sagrados,sagrado
12091,travieso,travieso
12092,alcoba,alcoba
12093,aceptando,aceptar
12094,atrasado,atrasado
12095,comunica,comunicar
12096,dúo,dúo
12097,encierra,encerrar
12098,evangelio,evangelio
12099,supresión,supresión
12100,alérgico,alérgico
12101,elevadas,elevado
12102,mail,mail
12103,vagabundos,vagabundo
12104,abdominal,abdominal
12105,acompañaré,acompañar
12106,albergue,albergue
12107,diplomacia,diplomacia
12108,provocación,provocación
12109,reelección,reelección
12110,representando,representar
12111,retrasar,retrasar
12112,artísticas,artístico
12113,camarones,camarón
12114,cuidadosa,cuidadoso
12115,quitaré,quitar
12116,hindú,hindú
12117,progresista,progresista
12118,convicciones,convicción
12119,disponibilidad,disponibilidad
12120,faz,faz
12121,sinceros,sincero
12122,triunfos,triunfo
12123,agotador,agotador
12124,desmayó,desmayar
12125,liquidación,liquidación
12126,asumido,asumir
12127,déjenos,dejar
12128,preferida,preferido
12129,cumplí,cumplir
12130,desaparecerá,desaparecer
12131,aplican,aplicar
12132,alejarte,alejar
12133,encendidas,encendido
12134,fijas,fijo
12135,parcela,parcela
12136,ventilador,ventilador
12137,garantizado,garantizado
12138,opuesta,opuesto
12139,sudar,sudar
12140,ayudarán,ayudar
12141,civilizaciones,civilización
12142,cora,cora
12143,encarcelado,encarcelar
12144,rías,ría
12145,sostenía,sostener
12146,cantó,cantar
12147,chupar,chupar
12148,flojo,flojo
12149,irlandeses,irlandés
12150,soplo,soplo
12151,apuñalado,apuñalar
12152,permanecido,permanecer
12153,cascada,cascada
12154,cirujanos,cirujano
12155,graduado,graduado
12156,madrastra,madrastra
12157,ofensa,ofensa
12158,opino,opinar
12159,arrestos,arresto
12160,copiar,copiar
12161,grietas,grieta
12162,notario,notario
12163,odiaría,odiar
12164,adivino,adivino
12165,arreglará,arreglar
12166,comprobé,comprobar
12167,vestirme,vestir
12168,sacarnos,sacar
12169,urbanas,urbano
12170,arder,arder
12171,cautela,cautela
12172,familiarizado,familiarizar
12173,acercar,acercar
12174,atravesado,atravesado
12175,autónomo,autónomo
12176,bailan,bailar
12177,brasileña,brasileño
12178,pasarle,pasar
12179,huecos,hueco
12180,militante,militante
12181,arce,arce
12182,excesos,exceso
12183,mamíferos,mamífero
12184,restante,restante
12185,atrevió,atrever
12186,mecánicos,mecánico
12187,asustarme,asustar
12188,bastaba,bastar
12189,complacer,complacer
12190,confesado,confesar
12191,operadores,operador
12192,temática,temática
12193,bromea,bromear
12194,capitanes,capitán
12195,colaborador,colaborador
12196,compara,comparar
12197,ocurrieron,ocurrir
